dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
mnist,128,0,0.0001,0,"tensor(54.2461, device='cuda:0', grad_fn=<AddBackward0>)",0.13386666666666666,0.0923,0.4297
mnist,128,0,0.0001,1,"tensor(54.2359, device='cuda:0', grad_fn=<AddBackward0>)",0.13393333333333332,0.0924,0.43
mnist,128,0,0.0001,2,"tensor(54.2320, device='cuda:0', grad_fn=<AddBackward0>)",0.13395,0.0924,0.4302
mnist,128,0,0.0001,3,"tensor(54.2219, device='cuda:0', grad_fn=<AddBackward0>)",0.13395,0.0923,0.4305
mnist,128,0,0.0001,4,"tensor(54.2111, device='cuda:0', grad_fn=<AddBackward0>)",0.13396666666666668,0.0923,0.4308
mnist,128,0,0.0001,5,"tensor(54.2048, device='cuda:0', grad_fn=<AddBackward0>)",0.13403333333333334,0.0923,0.4312
mnist,128,0,0.0001,6,"tensor(54.1973, device='cuda:0', grad_fn=<AddBackward0>)",0.13401666666666667,0.0924,0.4313
mnist,128,0,0.0001,7,"tensor(54.1860, device='cuda:0', grad_fn=<AddBackward0>)",0.13408333333333333,0.0924,0.4316
mnist,128,0,0.0001,8,"tensor(54.1772, device='cuda:0', grad_fn=<AddBackward0>)",0.13406666666666667,0.0924,0.4317
mnist,128,0,0.0001,9,"tensor(54.1679, device='cuda:0', grad_fn=<AddBackward0>)",0.13418333333333332,0.0925,0.4319
mnist,128,0,0.0001,10,"tensor(54.1614, device='cuda:0', grad_fn=<AddBackward0>)",0.13423333333333334,0.0927,0.4322
mnist,128,0,0.0001,11,"tensor(54.1514, device='cuda:0', grad_fn=<AddBackward0>)",0.13428333333333334,0.0927,0.4323
mnist,128,0,0.0001,12,"tensor(54.1442, device='cuda:0', grad_fn=<AddBackward0>)",0.13436666666666666,0.0927,0.4327
mnist,128,0,0.0001,13,"tensor(54.1314, device='cuda:0', grad_fn=<AddBackward0>)",0.13445,0.0926,0.4328
mnist,128,0,0.0001,14,"tensor(54.1224, device='cuda:0', grad_fn=<AddBackward0>)",0.13451666666666667,0.0926,0.4329
mnist,128,0,0.0001,15,"tensor(54.1112, device='cuda:0', grad_fn=<AddBackward0>)",0.13461666666666666,0.0926,0.4334
mnist,128,0,0.0001,16,"tensor(54.1011, device='cuda:0', grad_fn=<AddBackward0>)",0.13465,0.0926,0.4338
mnist,128,0,0.0001,17,"tensor(54.0897, device='cuda:0', grad_fn=<AddBackward0>)",0.13471666666666668,0.0927,0.4343
mnist,128,0,0.0001,18,"tensor(54.0776, device='cuda:0', grad_fn=<AddBackward0>)",0.13476666666666667,0.0928,0.4347
mnist,128,0,0.0001,19,"tensor(54.0667, device='cuda:0', grad_fn=<AddBackward0>)",0.13483333333333333,0.0929,0.4353
mnist,128,0,0.0001,20,"tensor(54.0559, device='cuda:0', grad_fn=<AddBackward0>)",0.135,0.093,0.4354
mnist,128,0,0.0001,21,"tensor(54.0439, device='cuda:0', grad_fn=<AddBackward0>)",0.13518333333333332,0.0931,0.4359
mnist,128,0,0.0001,22,"tensor(54.0287, device='cuda:0', grad_fn=<AddBackward0>)",0.13525,0.093,0.4359
mnist,128,0,0.0001,23,"tensor(54.0176, device='cuda:0', grad_fn=<AddBackward0>)",0.13543333333333332,0.0931,0.4366
mnist,128,0,0.0001,24,"tensor(54.0059, device='cuda:0', grad_fn=<AddBackward0>)",0.13553333333333334,0.0931,0.4371
mnist,128,0,0.0001,25,"tensor(53.9872, device='cuda:0', grad_fn=<AddBackward0>)",0.13566666666666666,0.0932,0.4374
mnist,128,0,0.0001,26,"tensor(53.9755, device='cuda:0', grad_fn=<AddBackward0>)",0.13581666666666667,0.0933,0.4379
mnist,128,0,0.0001,27,"tensor(53.9586, device='cuda:0', grad_fn=<AddBackward0>)",0.13581666666666667,0.0931,0.4388
mnist,128,0,0.0001,28,"tensor(53.9408, device='cuda:0', grad_fn=<AddBackward0>)",0.13595,0.0929,0.4396
mnist,128,0,0.0001,29,"tensor(53.9266, device='cuda:0', grad_fn=<AddBackward0>)",0.13616666666666666,0.0929,0.4404
mnist,128,0,0.0001,30,"tensor(53.9114, device='cuda:0', grad_fn=<AddBackward0>)",0.1362,0.0929,0.4412
mnist,128,0,0.0001,31,"tensor(53.8921, device='cuda:0', grad_fn=<AddBackward0>)",0.13631666666666667,0.0928,0.4425
mnist,128,0,0.0001,32,"tensor(53.8733, device='cuda:0', grad_fn=<AddBackward0>)",0.13633333333333333,0.0924,0.4433
mnist,128,0,0.0001,33,"tensor(53.8543, device='cuda:0', grad_fn=<AddBackward0>)",0.1364,0.0924,0.4442
mnist,128,0,0.0001,34,"tensor(53.8346, device='cuda:0', grad_fn=<AddBackward0>)",0.1365,0.0923,0.4451
mnist,128,0,0.0001,35,"tensor(53.8119, device='cuda:0', grad_fn=<AddBackward0>)",0.13671666666666665,0.0924,0.4463
mnist,128,0,0.0001,36,"tensor(53.7928, device='cuda:0', grad_fn=<AddBackward0>)",0.13686666666666666,0.0925,0.4476
mnist,128,0,0.0001,37,"tensor(53.7713, device='cuda:0', grad_fn=<AddBackward0>)",0.13691666666666666,0.0925,0.4491
mnist,128,0,0.0001,38,"tensor(53.7482, device='cuda:0', grad_fn=<AddBackward0>)",0.1372,0.0927,0.4504
mnist,128,0,0.0001,39,"tensor(53.7221, device='cuda:0', grad_fn=<AddBackward0>)",0.1374,0.0928,0.4517
mnist,128,0,0.0001,40,"tensor(53.6991, device='cuda:0', grad_fn=<AddBackward0>)",0.13763333333333333,0.0928,0.4527
mnist,128,0,0.0001,41,"tensor(53.6740, device='cuda:0', grad_fn=<AddBackward0>)",0.13778333333333334,0.0928,0.4539
mnist,128,0,0.0001,42,"tensor(53.6433, device='cuda:0', grad_fn=<AddBackward0>)",0.13803333333333334,0.0928,0.4548
mnist,128,0,0.0001,43,"tensor(53.6177, device='cuda:0', grad_fn=<AddBackward0>)",0.13838333333333333,0.0927,0.4559
mnist,128,0,0.0001,44,"tensor(53.5893, device='cuda:0', grad_fn=<AddBackward0>)",0.13863333333333333,0.0926,0.4573
mnist,128,0,0.0001,45,"tensor(53.5605, device='cuda:0', grad_fn=<AddBackward0>)",0.13873333333333332,0.0926,0.4586
mnist,128,0,0.0001,46,"tensor(53.5298, device='cuda:0', grad_fn=<AddBackward0>)",0.13891666666666666,0.0922,0.4603
mnist,128,0,0.0001,47,"tensor(53.4978, device='cuda:0', grad_fn=<AddBackward0>)",0.13905,0.0917,0.4614
mnist,128,0,0.0001,48,"tensor(53.4657, device='cuda:0', grad_fn=<AddBackward0>)",0.13923333333333332,0.0917,0.4628
mnist,128,0,0.0001,49,"tensor(53.4322, device='cuda:0', grad_fn=<AddBackward0>)",0.13956666666666667,0.0916,0.4639
